Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
30605;-0.596812;1.447769;2.069767;-2.43857;-0.410587;-2.557506;1.385938;-1.993397;0.411522;0.485803;0.563637;-0.188757;0.510071;1.391634;0.008536;1.427887;-0.810799;-0.855418;-0.139116;0.258471;0.344264;-0.47187;-0.182435;0.078393;0.792792;0.046782;-1.202485;-0.176755;26.84;0
30611;1.088157;1.623782;2.725423;-1.158314;1.300531;-0.932909;0.142583;0.749487;-0.695468;1.065108;1.368432;0.136111;-0.486881;0.51792;0.731895;0.889902;0.671845;-0.098346;1.942305;1.015586;1.094572;-0.946843;-0.506793;0.395419;0.162625;0.651047;-0.152751;0.159875;125.57;0
30662;-2.223602;-3.225972;3.17287;-0.664632;-0.326769;2.332859;-0.289549;0.848013;-0.927432;-0.366939;0.224148;-1.288641;-0.219185;-0.115654;-0.869367;0.243298;1.584243;0.326612;0.001245;-0.629047;0.759636;0.54668;0.160318;-0.148794;-0.072976;0.753288;0.135506;-0.024737;99.65;0
30765;1.731742;1.022436;1.088649;-1.952071;-0.364614;0.566407;-0.443389;0.707021;1.541777;0.959258;-0.359094;0.00893;-0.827574;-1.028568;-1.243025;0.129432;0.502554;0.657586;0.558157;-1.001842;-0.291195;0.215014;-1.06131;-0.18336;-0.503886;-0.677877;0.081619;-0.18853;6.97;0
30853;-1.049437;2.149562;-0.508276;-0.631093;-0.363521;0.732342;1.263264;-1.51663;-0.526284;0.105237;1.008567;-0.587992;0.2624;-0.392269;2.34974;0.966202;-0.406254;-1.332441;0.935484;-0.8251;0.522585;-0.337788;-0.201168;-0.503238;-0.5927;-0.087779;-0.598696;0.258935;70.41;0
31049;-1.030873;2.424262;-0.285951;-1.9255;1.448495;0.246838;-0.335281;0.149469;-1.647061;1.452387;0.768189;0.04458;-0.263686;-0.873434;1.731259;-0.100608;1.172643;0.248178;-0.529087;0.299919;0.584307;0.915893;-0.339046;1.325965;0.59976;0.377329;-0.902541;-0.685276;54.02;0
31203;-1.700409;0.630257;-0.421034;0.300584;1.83485;-0.795276;1.266453;0.760859;0.162157;-0.939601;0.373394;-0.994813;0.31549;-0.754723;-0.968938;1.169536;0.289078;-1.23714;0.561857;1.157167;0.679652;-0.537651;0.351628;-0.04788;-0.039616;-0.198458;-0.031905;0.23089;34.66;0
31273;-3.745333;-2.099298;-0.589671;-1.674818;0.632269;0.46228;-0.594753;1.183071;0.934051;2.612137;-0.843056;0.483779;-0.975801;-1.78563;0.642058;-0.837114;-0.39237;0.223338;0.68852;0.662818;0.283027;-0.312971;0.126481;0.265672;-0.045049;0.529603;-0.463838;-0.313371;28.74;0
31317;0.377163;0.819867;1.892305;0.112808;0.238496;-2.015185;0.885659;0.797671;-0.259669;-0.250616;1.05118;0.031191;0.407499;-0.000841;1.043668;0.873792;1.077087;-0.963814;0.33819;0.999392;-0.990765;0.270035;0.911612;-0.128916;0.065562;-0.998455;-0.180147;-0.843454;29.11;0
31352;3.269702;-1.773807;0.021089;1.720051;0.366796;-2.115255;0.246799;1.19851;0.54084;0.658397;-0.789331;-1.272524;0.132147;1.995018;0.590771;1.140882;-0.175152;-1.212127;0.608196;-1.68349;-0.03132;0.630911;0.499817;0.971051;-1.01525;0.074533;-0.467608;0.711336;112.06;0
31380;-0.192196;-0.86333;1.486847;1.180969;2.020574;-0.957915;-1.188936;1.320182;-1.202069;0.095321;0.812904;0.946872;0.101395;0.198322;-0.199578;-0.95634;-1.260707;1.5208;-0.53498;-0.631671;0.071109;0.281498;-0.406252;-0.006838;-0.011462;0.219935;-0.622396;0.012337;78.8;0
31419;-3.678732;0.392732;1.04154;-0.046029;0.707229;0.275578;-0.11785;0.174789;0.641085;-1.085731;-1.098925;-0.499198;0.343801;0.708311;1.832294;-0.728346;-0.293151;-1.161008;1.729307;-0.850723;0.041826;-0.406049;0.406957;0.199768;-0.003374;-0.561479;0.468182;0.253681;34.66;0
31429;1.451668;-1.662234;-1.638969;-1.334007;2.150966;-2.067665;-2.726348;0.643251;-1.100737;0.998249;-0.843988;-0.345034;-0.258097;0.931407;0.615773;-0.029135;0.437591;-0.534813;-1.952729;0.440136;0.827592;-0.170893;-1.080904;-0.532145;0.777479;0.392399;0.183965;0.354967;3.53;0
31437;-3.238356;-2.253273;-2.572937;0.296032;-0.528337;0.188967;-0.932609;1.239616;0.285691;-0.1981;0.317932;0.800235;3.624449;-0.265231;-0.854392;0.382348;-0.637186;-0.017112;-0.691379;-0.143493;-0.479576;-0.464619;0.444086;1.073883;0.430362;-0.50198;-0.009937;-0.305081;69.52;0
31470;-2.427617;0.535788;-1.847361;-0.917921;-1.793085;-1.302764;-1.96648;0.514249;0.794436;0.663035;0.610545;1.072646;0.419708;-0.200962;-0.362067;-0.533484;-1.630203;-1.749217;-1.093546;-2.299635;0.089353;-0.239275;-0.472624;0.132367;-0.631409;0.795509;0.355438;-0.085844;98.04;0
31692;-0.534759;2.960298;-0.624327;0.355595;-0.873302;-1.123568;2.4669;1.476807;0.058574;-0.787594;0.241021;-0.451219;0.070907;-1.3308;-0.983679;0.091133;1.24405;0.659736;1.385548;0.594961;-0.060794;-0.184764;-0.386822;1.096087;-0.204581;-0.158203;0.006992;-0.01173;1043.79;0
31885;0.169545;1.880795;0.222835;-2.365705;-0.72666;1.748453;-1.951878;1.090651;-1.408993;-0.1932;-0.517703;0.12037;0.682295;0.199038;-0.107731;-1.808269;2.554758;-0.588607;-0.116079;0.909422;0.488971;0.299725;0.822645;-0.366454;0.544067;-0.078139;-0.151385;-0.231932;166.19;0
31943;-2.036895;0.953432;-0.958933;1.216311;2.264249;0.069601;3.19638;-0.702617;-1.361286;-0.23095;1.155475;0.685149;-0.530409;0.063654;-0.137168;0.683193;-0.428904;-0.856942;-0.775182;1.557264;1.311407;-0.49681;0.231513;-0.269616;-0.677411;-0.506476;0.663199;0.39213;1.92;0
31991;-0.610766;1.423991;1.081628;0.117168;1.066251;-1.182061;0.627707;-1.50414;1.702433;0.69017;0.161601;1.260629;-0.562196;-0.811937;0.67738;0.724591;-0.56165;0.776488;-0.500531;0.137086;0.444452;0.687467;-0.129723;-0.321559;0.881922;-0.171543;0.689233;0.439389;37.25;0
32059;1.324567;0.833255;-0.776805;3.206094;-0.82969;0.268489;-0.653395;0.072976;-0.894956;0.42555;0.217243;0.097791;0.738354;1.112601;0.66399;1.34848;-1.178499;-1.122132;-1.245164;0.486649;0.39605;-0.017983;0.620162;-0.173037;-0.021075;-0.346391;-0.403668;-0.042739;501.23;0
32217;1.591749;0.508327;0.408006;1.924607;1.165607;-1.934592;0.989887;-1.355545;0.791636;-0.102487;-0.140664;0.477019;0.823577;-0.73557;0.343389;0.514921;-0.726225;0.376014;0.498203;-0.868786;-0.754477;-0.614813;0.903424;0.409037;0.278832;0.147952;0.109089;0.164624;84.38;0
32230;2.37034;1.284609;0.197548;0.873985;-0.128822;0.528499;-0.809198;0.14892;0.080213;-0.313239;-0.717167;-0.894804;1.114081;2.743479;0.318873;-0.31566;-1.333938;0.019785;0.579696;-1.254087;-1.136827;0.279795;-0.629823;-1.249466;-0.229785;0.126767;0.057478;0.282022;54.22;0
32239;3.653366;-2.637268;2.638994;-0.10607;2.305681;1.492733;-1.757841;0.041191;-1.154445;0.433252;1.16921;-1.48718;-1.398162;0.397308;0.939373;-0.882609;-1.142277;0.048123;0.235872;0.967499;0.176666;-0.086495;-0.452524;-0.029444;-0.236929;-0.043221;0.345141;0.092911;127.78;0
32239;1.509284;0.07511;-1.452614;-0.966038;-0.410508;0.900099;0.088047;1.598084;-0.636033;0.30551;-0.63557;0.559349;-0.151333;-0.010998;-0.215512;-0.705562;-0.018068;-0.047369;-0.589908;0.431249;-0.146153;-0.331258;0.49294;-0.476209;-0.479355;0.083252;-0.42361;-0.190155;13.02;0
32321;-0.492636;-0.41004;3.354713;1.408221;-2.073667;2.88976;0.85809;0.651025;1.819816;0.230526;1.75136;-0.788857;0.286446;1.871384;-2.187686;-0.068162;-1.377967;0.108032;1.226145;0.971484;0.326044;1.019891;0.180088;-0.541711;0.799142;-0.536004;0.510386;-0.819528;67.84;0
32507;1.605662;-0.133498;-0.877468;-0.255847;-0.207716;-2.55806;1.57523;1.213743;3.788612;2.236581;-0.821482;-0.905114;0.661502;-2.181714;1.910981;-0.735217;-1.282847;-1.912767;0.623309;-0.18692;-0.457432;-0.225109;-1.163899;0.285631;0.307721;-0.506199;-0.369906;0.031168;22.74;0
32951;0.840097;-1.068174;-2.003486;1.729078;-0.409753;0.188869;0.607185;-0.532618;-0.399044;0.691611;0.349391;0.645006;0.47552;-0.264773;-0.838773;-0.666211;0.158038;-0.73436;-1.423165;1.834953;1.014132;-0.326937;1.095264;0.18301;-0.502544;0.590699;-0.053928;0.262398;32.15;0
33228;0.917416;0.630444;-0.307542;0.639169;-1.803653;-1.766856;-0.666388;1.870305;-0.475016;2.187197;0.090939;-0.135974;-0.847035;-0.406205;0.622875;-0.023241;-0.551023;-0.767137;-0.166982;0.251076;-0.883209;0.691705;-0.308699;0.526474;0.366882;-0.365409;-0.454571;-0.311498;114.74;0
33738;0.275577;-1.685015;4.91261;0.649356;0.858558;-0.210385;1.708982;1.113441;-1.852126;0.014239;-0.094872;0.235295;0.464167;-0.163891;-0.319965;-1.408212;0.286739;0.930312;-0.947037;-0.570274;-0.153088;0.362786;-0.633055;0.236304;0.489049;0.145648;-0.21399;0.056637;8.25;0
33833;-1.848505;-1.193569;1.37176;0.914227;2.016112;0.022053;1.43209;0.558651;-1.864907;0.03723;0.715561;-1.26041;0.278386;0.227078;1.262208;-0.861872;-0.314125;0.133243;1.182245;-0.234822;-0.295685;0.543186;-0.002805;0.109644;0.562361;-1.128507;-0.413932;0.147043;228.6;0
33866;-2.074788;-1.401212;0.930476;-1.23587;-1.499028;3.052194;0.323582;-2.099806;-0.992977;-0.460908;0.825581;-0.89196;0.275775;-0.192155;-0.885139;0.202222;-0.17958;0.009532;-0.373209;-1.224979;0.791319;-0.405418;0.549291;-0.340731;0.146342;0.208602;-0.381993;0.148856;17.56;0
34338;-0.25938;1.224628;1.220732;-1.381433;1.39234;-0.059504;1.491364;1.4527;-0.539504;0.419079;0.566684;1.624313;-1.082584;1.354962;-0.656815;0.24452;0.650891;1.558734;-1.127191;-0.715602;-0.178716;0.158341;0.693492;-0.565396;0.088916;0.569554;0.308903;0.041216;48.96;0
34481;0.220375;-0.290282;-1.142086;-1.430527;-0.787151;-0.084312;2.699165;2.160269;-0.077986;-0.264973;-1.065163;-0.641426;-0.927087;0.427959;-0.462968;0.771097;-0.491874;-1.700554;-0.128404;-0.288069;-0.431949;-0.998197;0.025445;0.36546;-0.484352;0.059243;-0.017516;-0.329787;4.05;0
34504;-1.39491;-1.06724;0.512327;1.557446;0.015888;1.356862;-0.684044;0.063431;0.709147;-0.420292;-1.174731;-0.19126;1.709741;0.47463;0.494409;0.146355;0.590343;1.188167;1.277749;1.203336;0.048913;-1.382722;1.562214;-0.156058;0.692456;0.083322;0.79766;0.397986;97.49;0
34586;0.755517;-0.916033;0.023778;-1.272925;-0.129086;-0.050253;-1.1256;0.087781;0.192964;-1.981328;-1.236098;0.244989;0.916668;0.453852;0.192964;0.037214;-0.381069;0.009907;0.690227;-0.040684;-0.58595;-0.42546;1.740298;0.243522;0.346685;0.768421;-0.087297;-0.014805;289.96;0
34651;3.987494;-0.263287;2.751691;-1.096047;0.015899;2.455426;-0.720135;-0.564846;0.727379;1.687771;-0.228967;-1.049261;-0.090451;-1.226864;0.504339;0.570587;-0.725838;-0.634344;-0.432277;0.844963;-0.026258;0.033962;0.267741;-0.002753;0.51423;0.139139;-0.31432;-0.177233;15.3;0
34841;-3.471445;2.536363;-0.144118;0.833274;0.702854;0.91068;-1.683566;-1.891765;-0.725344;-0.327759;2.17765;1.349272;-0.074053;0.203887;0.105349;0.177466;-0.943656;-0.448789;-0.150955;-0.066892;-0.104714;1.728146;-0.048489;-1.246596;-0.979089;-0.335314;-0.209706;-0.54181;6.26;0
34880;1.065377;-2.40918;-0.551198;-0.28791;-1.363372;1.121909;0.723106;-0.618892;-0.127872;1.697719;-0.030157;0.017428;2.103919;0.237008;0.838146;-0.845453;-1.44474;-0.418455;0.795914;-0.78009;2.099135;0.899836;-0.218834;0.294935;0.497419;-0.215068;-0.061753;0.133398;50.25;0
35421;-0.198651;0.898632;-1.738847;-0.469308;1.834754;-2.46386;-2.00628;2.024709;-0.45051;-0.01491;2.162934;-0.22405;0.01352;-1.069335;0.853407;-0.693609;-1.086763;1.260065;1.119669;0.430037;-0.347616;-0.78732;-0.104732;-0.381784;0.013037;-0.297837;0.124773;0.810599;293.6;0
35448;0.808778;0.546322;0.231422;-0.592508;0.744889;2.660333;1.558618;1.334024;-1.443393;0.792598;-0.014072;1.067432;-0.142118;0.86056;1.368177;1.485387;-1.545203;0.200921;-1.266099;-0.640497;-0.075245;0.630431;0.916961;0.527161;0.430367;0.47766;-0.160135;-0.077686;3.76;0
35569;-0.909894;-1.79753;0.462357;-3.232397;1.203104;-0.85309;-0.843505;-0.869523;-2.221413;0.170986;0.183188;0.912682;-0.791672;-1.945917;0.302855;2.840946;-0.875278;0.576627;0.114415;-0.295723;0.149253;-0.968792;0.198197;-1.133912;-0.622931;0.631584;-0.515399;-0.160799;6.3;0
35654;-0.354817;2.267691;-1.794398;-1.302972;-1.026491;0.007059;1.674798;-0.638281;-0.786057;0.542024;0.627687;1.957321;-0.254318;2.42892;0.298509;0.657768;0.686065;-0.623417;-0.297443;1.574328;0.189403;1.103786;0.529589;1.158427;0.942846;0.522973;0.373474;-0.004155;16.76;0
35670;0.182526;0.662955;0.704277;1.74782;-1.488388;-0.848096;-3.180727;2.590748;-2.779072;-1.009849;-0.27684;-0.422662;-1.64553;-0.026028;1.597978;-0.877404;-0.02715;0.093384;-0.404934;0.475475;0.75151;-0.36383;0.420208;-0.363555;-0.339037;-0.356936;0.487556;-0.024912;9.67;0
35923;-0.658186;-1.148379;0.372101;-0.695945;1.682145;-1.342254;-0.487633;-1.163985;-1.296165;1.378762;0.251835;2.181345;0.469961;-0.811234;1.079636;1.681089;-0.353573;0.763807;1.077042;-0.621638;1.392516;-0.413687;0.365959;0.287428;0.598933;0.035381;-0.170329;-0.121301;9.72;0
36176;-3.035056;-3.486785;1.550303;-2.628695;-1.547694;-1.578884;-1.613333;-0.801356;0.549686;-0.309856;-1.716908;0.649679;1.178889;0.603019;0.462048;-0.368607;-0.614509;0.945979;-1.107534;0.573722;-0.594769;0.734553;0.665221;-0.434673;-0.106445;0.34343;0.594375;0.684918;1.43;0
36272;-0.526134;0.126424;1.850676;-1.361352;0.256041;0.157311;1.66816;-0.461202;0.148178;1.098988;-0.886893;1.683499;1.189582;0.611108;-1.278971;0.383919;-0.089877;-1.125393;0.642067;-0.71209;0.310212;-0.402565;0.503089;-0.351763;0.962153;-0.572096;-0.201918;0.014646;80.12;0
36402;-2.832046;-0.34741;0.162362;0.580993;1.456214;-2.599963;2.071991;-1.566032;-0.026456;-1.502131;-1.695451;0.985946;-0.70436;1.97427;-1.54215;-0.007954;0.005979;0.6792;-1.858494;-1.340633;-0.130021;1.258753;0.285539;0.418031;0.154814;0.445419;0.417024;-0.429998;55.04;0
36538;1.203727;-2.053133;-1.544911;0.552849;-0.124987;-0.302927;-2.916658;-0.589637;1.248579;-0.732415;0.759745;-0.625561;-2.2329;1.720889;0.547563;0.173663;-0.978948;-0.122525;-0.597357;0.851221;0.231151;-0.410492;1.133829;-0.123231;0.980064;0.417179;-0.379891;-0.388629;2.59;0
36692;-3.707813;-2.075453;-1.234239;-0.347878;1.664706;1.426832;1.063668;-0.571547;-0.851321;0.495242;-1.37061;-0.815372;0.295704;-1.26664;0.585072;-0.377448;0.37866;0.306914;0.017338;0.237022;0.800573;0.638986;-0.827963;-0.080868;-0.036409;0.294057;0.949371;0.375946;294.65;0
36800;1.935876;1.232522;2.680813;-0.90867;-0.32475;0.860483;1.315172;-1.023677;0.700149;-0.08836;1.459906;-1.776081;1.235958;-0.249244;-0.667736;1.152138;-0.300044;-0.443524;-1.072073;-0.14188;1.178197;0.083496;0.165488;0.518172;-0.578684;0.40253;-0.70338;0.093752;412.25;0
36824;0.767648;-3.653352;0.269889;-1.921118;-1.712837;0.595139;0.393849;1.630286;-0.937825;0.587981;0.383143;-1.980472;-1.569973;-0.863268;0.312046;-0.152316;0.23526;1.281683;1.775071;-1.27238;0.628489;0.488735;-0.337127;0.115249;0.153983;-0.040434;-0.44011;-0.116026;10.74;0
37142;0.775108;0.273709;2.656692;0.592823;0.566358;-1.170861;0.719323;-1.338527;0.255199;0.316266;0.998598;-0.596143;-0.38866;0.722469;-0.840962;0.549174;-0.047532;0.21855;-0.590989;-0.232802;0.220178;-0.725555;0.560173;0.273438;-0.069278;-0.409471;0.879173;-0.143489;190.53;0
37269;-4.290404;-0.594266;0.772893;1.259776;0.323649;-2.089507;0.629908;-0.118892;0.118903;2.082458;-0.639589;1.264335;0.313118;1.368406;0.510683;0.530147;-1.239828;-0.493923;-0.656127;0.158014;0.739227;-1.320082;-1.02321;-0.381076;-0.314134;0.573467;-0.684644;0.230059;14.02;0
37294;-0.710769;0.590078;1.158141;1.90021;3.759407;1.405586;1.068191;-0.993631;0.178272;0.678976;-1.125941;-0.483146;-0.837419;-1.253922;0.534381;-0.087178;1.098731;-0.410697;-0.571793;-0.887493;-0.624219;-0.675891;0.134573;0.406596;0.646438;0.022427;-0.098958;-0.26044;43.45;0
37714;2.179449;-0.779148;1.437473;-1.507034;-1.25425;-0.577117;-1.364659;-0.199869;-0.475375;-0.381622;-0.334678;-0.659664;-1.689031;-0.050676;0.528486;-1.314148;-0.029852;0.721904;0.462756;0.04254;-0.539824;-0.2908;0.289073;0.068079;-0.70361;-0.255738;-0.211364;-0.049371;9.45;0
37880;-1.081286;0.237366;-1.82694;2.009043;-0.297549;-0.090494;1.478613;-1.048923;0.301254;-0.338628;1.105468;0.70264;-0.743964;-0.59659;0.295337;-0.718125;-0.33622;0.606082;0.724987;1.203746;0.112965;-0.143947;0.748234;0.262544;0.994016;0.062972;0.012437;0.240484;917.25;0
38048;-2.172221;-1.555;0.483496;-0.010389;-0.958595;-0.242801;0.249589;0.140315;0.387257;1.402499;2.177353;-0.842918;-0.576322;0.820662;-0.277651;0.636538;0.480998;0.067679;-0.364955;0.184495;0.839557;-0.348523;-0.272125;0.221899;-0.096208;0.059477;0.101946;-0.24526;21.24;0
38100;-1.311507;-0.355125;-1.847868;0.107732;-0.146629;0.914283;0.175174;0.432541;-1.623718;-1.575892;0.538532;1.832159;-1.840715;0.403106;-0.202641;0.280527;-1.015302;-0.324926;0.246487;0.45994;-0.225802;-1.538333;1.719943;0.689028;-0.708286;-0.226944;-0.095505;0.4197;40.03;0
38149;-0.203141;0.576115;-0.410218;1.338901;-0.202267;2.47161;0.692615;1.718596;0.883346;0.699523;-1.32198;-0.249051;0.998682;1.138782;1.04478;-0.707228;-1.373887;0.802306;0.309534;-0.32867;-0.149001;-0.459882;-0.373552;0.30794;0.202707;0.266616;0.296266;-0.540407;11.8;0
38225;-1.730172;-0.008992;0.986656;-0.698155;-1.153774;1.964958;-1.585753;-0.650428;-1.409508;-1.126201;-0.971336;0.931382;1.461759;-0.39422;0.367573;0.048459;0.458666;-0.44198;-1.177441;-0.799341;-1.457151;0.028479;-0.715693;-0.707578;0.095037;0.938901;0.56477;0.012597;540.22;0
38357;2.335944;0.387931;-1.528254;-3.0026;0.696168;-3.081877;-1.936268;1.975214;-1.015086;1.299058;-1.498092;-0.188067;-0.001625;-0.101983;0.434161;0.194496;0.966047;-0.484231;-0.106468;-0.422384;1.733468;-0.175213;0.365591;-0.362639;-0.079971;-0.60917;-0.232401;0.025132;561.11;0
38380;-0.196102;-1.875304;0.864599;1.070903;-0.245519;-0.390357;-0.16008;-0.910304;0.216166;-0.381134;-0.111753;0.034331;0.670308;0.38835;0.068706;0.522831;0.226317;2.12191;-0.52075;0.822298;-0.177853;-0.269533;-0.089082;0.138057;-0.327529;-0.597487;-0.714983;-0.700903;382.37;0
38637;-1.15336;-1.291867;-2.242537;0.56497;1.906766;-1.771169;1.903988;-0.233243;0.607705;0.663597;-0.262781;1.125815;-1.450022;-0.250208;0.582819;1.611834;0.672974;0.31811;-1.270857;-0.064899;-2.011085;-0.331264;1.131639;0.243033;0.68332;0.605216;-0.269774;-0.245084;139.03;0
38676;-2.60762;-1.261878;1.746413;-0.441593;-0.845009;1.26811;-1.479874;2.15004;0.192034;0.130541;-0.119343;0.237057;-0.165915;0.297041;0.862627;-1.998929;-1.108906;-0.069064;0.162724;-0.145726;0.111992;0.040622;-0.995697;-0.808182;0.280482;0.386294;0.119945;0.196863;12.97;0
38754;0.874671;-0.748327;-0.9833;0.953995;2.618695;0.025298;0.207192;3.504501;0.308116;-1.421498;-1.074889;1.488856;-0.585748;1.229342;-0.58145;1.075413;-0.328976;-0.373239;0.812013;-0.379312;0.335199;-0.753993;0.012126;-0.605353;-0.252553;0.818691;0.064821;-0.237853;114.64;0
38783;0.830249;2.080348;-1.530947;1.24426;0.430706;0.826182;-0.898688;2.056264;-1.300356;0.787949;-1.177076;-0.765451;0.365095;2.058253;0.5294;0.201125;-0.585918;-0.176625;0.025537;-0.969019;-0.177891;-0.176601;0.497232;0.667075;0.207081;0.926235;0.352808;-0.087285;32.77;0
38812;-1.614807;-0.882729;-2.147387;-2.077049;1.80444;-0.504186;-1.065213;-0.216074;-0.626042;-0.695744;0.115998;-1.276039;-2.620095;-0.458798;-0.215736;-0.896636;0.863733;1.048206;-2.093059;1.062876;-0.674438;-0.293444;-0.423298;1.199141;-0.405595;0.379389;0.745313;-0.134162;237.13;0
39138;-4.430842;-2.248358;-0.854824;0.101968;0.209326;-1.362364;0.610928;0.662702;-2.305409;0.964017;0.514099;-1.721833;-0.321908;2.071632;0.275607;0.1551;0.404898;0.696006;-0.380112;-0.150214;0.645411;-0.899178;-0.873282;-1.009104;0.50884;-0.561683;0.084662;0.321385;176.59;0
39272;0.730986;0.667047;-2.860494;-3.164139;-1.027303;-1.134813;0.931626;0.862338;-1.060664;-1.00218;-1.188537;1.252416;0.573265;-0.472201;0.750065;1.282843;0.866794;-0.545101;-0.7338;-0.399284;0.5617;-0.130676;0.887857;0.157492;1.090311;0.174289;-0.162636;0.11307;12.5;0
39387;-0.434267;2.059693;-0.808083;-0.105644;-0.313659;-2.018907;-0.986564;0.461054;-1.525781;0.353852;0.503189;0.902573;0.19867;0.844169;-1.331048;1.546212;-0.551371;-0.277237;1.431592;0.071386;0.374019;-1.430017;-0.530442;0.029208;0.57569;-0.17038;-0.290778;-0.148514;137.24;0
39477;0.585339;-2.451897;1.680225;-0.459294;-1.86374;-1.660633;1.71019;-1.149337;-0.035347;0.13258;0.985705;-0.252982;0.721591;-0.46462;-0.996276;-0.888621;-0.993072;-1.104967;-0.284709;-0.397758;-0.567889;-0.48883;0.637179;0.616959;-0.343491;0.245897;-0.074635;-0.236521;92.12;0
39509;3.74649;3.142963;-0.264955;0.768511;-0.103916;-1.94081;0.513904;0.329153;2.541742;-0.566816;-2.357388;0.305768;-0.604441;-0.978409;-0.610048;-0.736769;1.123008;0.221078;-1.317214;0.250924;-0.454391;0.242542;-0.582961;0.302786;-0.500365;-0.357796;0.340508;0.285861;0.52;0
39536;-0.122322;0.448256;-1.758053;-1.453738;0.287488;-1.357485;-0.309681;-0.551956;0.786133;1.593928;1.627196;1.068749;-2.740385;1.183817;-0.674613;-1.127837;0.002455;-3.332878;-0.04711;-0.517127;-0.265829;0.296572;-0.207715;0.505751;0.051404;0.270372;-0.2415;0.047605;110.1;0
39615;-1.071985;1.518631;0.361658;-0.528511;0.113097;-1.43273;0.420922;-1.102411;-2.519346;0.126561;0.736248;-0.17833;1.024929;-0.037184;-0.157737;0.215058;0.895798;-1.294501;0.504751;0.105169;-0.312564;0.009494;0.459473;-1.391308;-0.836897;0.360167;0.238594;0.332458;17.33;0
39736;-2.307278;2.268034;0.228223;-4.496801;1.885617;0.544144;2.515071;-0.320529;-1.719401;-0.369604;0.995252;-1.732452;0.69878;1.242638;1.530067;0.258471;-0.075853;0.077532;0.07013;-0.030478;0.446523;0.16185;0.209427;-0.004353;0.475775;0.146518;-0.433817;0.203827;8.77;0
39746;-0.679222;1.412629;2.974481;0.861655;-0.155805;0.491966;0.924378;0.425244;-1.478712;0.415643;-1.021299;-1.719832;1.476007;0.731933;1.062387;0.878995;1.875313;-2.204643;-0.660149;1.438712;-0.298231;0.446298;-0.587507;-0.552767;0.34618;0.214606;-0.007447;-1.078476;9.35;0
39860;0.243126;-0.461227;1.213989;-0.055528;-2.563711;0.542696;-0.876384;1.241646;-1.980682;-1.496693;0.822892;-1.07372;0.041286;0.40467;-0.538337;0.398356;0.993077;1.918717;-0.381513;1.481057;-0.703466;0.075338;0.318963;-0.537152;-0.079784;0.367672;-0.619669;0.353831;27.04;0
39930;0.033949;1.836618;0.481453;0.193883;4.94081;1.582744;-0.033197;-0.252175;-0.360725;2.762352;0.940118;0.111182;0.36959;0.53911;0.780684;0.796277;-0.157648;-0.744798;0.610093;0.616355;0.298934;0.847104;-1.356833;-0.747889;-0.150825;-0.360659;-0.227051;0.041201;68.04;0
40033;3.290757;0.170458;1.38665;-2.050672;-0.90304;-0.084189;0.152773;-0.043546;0.201631;-1.093408;-0.644578;-0.922209;2.206078;1.055098;-0.049333;-1.210513;-0.002345;0.406386;0.071933;-0.057987;1.72493;-1.52751;-0.754193;0.139311;-0.057497;0.159424;0.591187;0.081206;4.27;0
40126;0.903217;1.616539;-0.182915;0.635248;1.386868;-1.018483;0.815042;1.006676;-1.472279;0.691452;0.815472;1.033152;-1.80697;0.89939;0.302812;1.552434;0.000629;1.064938;1.630335;0.62836;-0.584388;0.593854;1.07225;0.203394;0.812133;-0.029573;0.104218;-0.662017;44.03;0
40255;-0.332862;1.805785;-0.093874;2.416905;-2.02586;2.961167;0.287039;0.134338;-0.295349;0.156618;-0.120923;-1.250863;0.396916;-0.378349;-0.902582;1.151565;-0.997011;0.225591;0.069431;0.603832;-0.527978;-1.565731;-0.115212;0.384876;-0.210916;0.558391;-0.053333;-0.160777;78.66;0
40367;-1.447793;-2.157251;2.525;-0.192576;0.388393;1.224509;2.340202;0.504046;0.192235;1.376667;-0.609858;-0.676528;1.13903;0.416017;-1.211822;-0.455694;-0.434473;-0.004298;-1.247688;-0.352055;-0.099332;-0.451201;0.435116;-0.245875;-0.621898;0.396049;0.10816;0.019227;540.62;0
40790;0.450012;1.104141;-2.449724;0.993126;-1.046473;0.222585;-0.291091;0.142782;0.718873;0.283934;-0.180376;-1.793137;0.174078;1.450591;0.656437;-0.682755;-0.49986;-0.476929;-0.171748;-1.260225;0.542113;0.52593;0.417144;0.844326;-0.406524;-0.270335;0.205763;-0.423425;6.59;0
40993;-1.838666;-0.584673;1.481598;-1.166282;-3.845236;0.130223;-2.155083;0.291251;0.121716;-0.605739;0.191638;-0.43074;0.033655;0.053479;0.01989;0.66668;0.179961;-1.107181;-0.466282;-1.455326;0.402973;0.446484;-0.223337;-0.56855;0.514486;0.354546;0.129742;0.437985;19.6;0
40997;0.280671;-0.03093;-0.147295;-0.039136;-0.340278;0.405239;0.256015;-1.234039;0.313441;-1.935194;-0.288655;0.01705;-1.454229;-0.464329;0.465563;-1.364227;-0.721019;-0.399516;-1.267433;-0.081643;-0.096277;-0.698352;0.062732;-0.873871;-0.499602;0.687074;0.091381;0.24634;49.03;0
