Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
54858;-0.595091;-0.469004;0.641394;2.09886;0.539561;-1.200108;-1.203895;3.211727;-0.970892;0.249638;1.48218;2.1067;0.329119;0.104886;-1.522148;1.619752;1.048522;-0.979368;0.23693;0.357908;0.03384;0.023644;-0.037625;-0.143163;0.288392;0.85962;0.573066;0.406184;22.23;0
54867;-3.501152;-0.449464;0.560768;1.437934;-1.633182;-1.700422;1.964001;-2.600651;0.507442;1.620615;0.429125;1.077424;0.075837;-0.388882;0.933561;0.407308;-0.735279;1.418277;0.423595;-0.194713;0.584422;-0.674819;0.633731;1.262429;-0.336014;-0.109095;0.17083;-0.084235;36.22;0
54868;2.704005;0.358533;0.772901;1.981614;-0.201625;0.007022;0.796649;2.117235;-2.762984;1.402589;0.38588;-0.61746;0.797759;2.071315;-0.699204;0.714023;1.074154;-0.373891;-0.348329;-1.111169;-0.456553;0.014204;-0.036332;0.54277;0.115066;-0.475076;0.515236;-0.557675;124.36;0
54874;1.075369;-1.798406;-1.328927;-0.08933;0.050343;0.192823;0.044083;-1.593421;-1.029672;1.278572;1.915601;-0.779861;0.950975;-0.886845;1.219752;0.232705;-0.264655;-1.234566;-0.2017;0.293718;-1.431749;-0.149994;0.019873;0.957465;0.131873;0.293601;0.127179;-0.595705;47.91;0
54881;0.352139;1.616456;-2.254087;0.393658;-0.515895;0.627826;1.831537;0.219558;-2.282374;-0.190788;-0.250676;1.171529;0.285701;0.100353;-0.8373;-1.814783;1.463971;0.074475;-0.114839;-0.609769;-0.815758;-0.334133;-0.039796;-0.295263;-0.064387;0.875687;0.048714;-0.177636;2.71;0
54889;4.547387;-1.93961;-2.600729;-0.090533;1.504304;2.04295;-0.925882;-2.909091;-2.1326;-0.555809;-0.762966;0.251348;-1.562644;0.098942;1.389566;-0.469836;0.577975;1.045321;-0.126851;-0.126968;1.431636;0.605723;0.237873;-0.471695;0.266571;0.373758;0.314333;0.737401;15.84;0
54892;0.958209;0.220929;-0.534782;0.932231;-0.567401;-0.194824;-0.317497;1.01041;-3.075215;2.202443;-0.034934;0.760378;0.975909;-0.60116;2.376252;-0.482875;-1.000032;-0.988059;0.918757;0.619531;-0.121337;1.202053;-0.906222;0.449865;0.179436;-0.218301;0.284535;0.591801;6.72;0
54900;0.50313;-3.703324;1.026596;1.318877;0.197166;0.704297;0.643315;-1.236281;0.189503;0.60817;0.125339;-0.947441;-1.007701;2.015442;1.416124;0.519688;-0.035715;-0.328354;0.047272;0.568031;-0.222087;-0.823706;-0.990761;0.349012;0.140913;0.127726;-0.313677;0.023754;84.66;0
54908;0.511065;-0.087572;1.18389;-3.5491;-1.567415;-2.162569;2.091108;1.618432;0.244355;0.284032;-0.346493;0.364811;-0.783957;-1.652015;1.148203;0.389121;1.388861;0.756216;0.600525;1.211684;-1.552989;1.219949;-0.205649;0.65823;0.091353;1.048434;-0.196617;-0.202051;35.62;0
54911;-1.498627;-1.743879;1.386643;0.123096;2.824443;-0.045261;0.349285;0.649659;-0.698499;-0.067716;0.652652;-0.64181;1.644925;-1.15039;1.607859;-1.466993;1.416494;-1.140994;0.000308;-0.490367;0.098427;1.131824;-0.358152;0.29288;-0.774363;-0.057255;0.485795;-0.561993;22.02;0
54912;-0.816094;2.292107;-0.524309;-0.238089;2.632498;2.186115;-0.292076;-0.764377;-0.984829;-2.028304;1.767043;0.089836;-2.07169;-0.75949;0.358019;-1.301333;0.15434;0.320157;1.054204;0.426054;0.633009;-0.172789;-0.415924;0.107064;-0.056471;0.470042;0.276078;-0.239145;32.27;0
54913;2.628073;0.429081;1.349857;-1.304263;3.096114;0.514523;2.154191;-2.171281;-0.187127;0.542397;-0.005252;0.303812;0.398795;2.135786;-0.078864;-0.947191;0.269246;1.449128;-0.361142;0.817191;1.209441;1.137365;0.311584;-0.466652;-0.350902;-0.595546;-0.827455;-0.111271;23.32;0
54918;-1.445754;-1.717019;0.775849;0.581523;2.262979;0.099405;0.733742;1.79356;1.33308;0.505666;0.255513;-2.416938;0.070394;-0.149063;1.032836;-0.447664;0.006003;1.484003;-0.365851;-0.423611;-0.255135;0.475485;0.436409;0.396543;0.301415;-0.095293;-0.26949;-0.021297;8.58;0
54919;0.697273;-1.229738;-1.271581;-0.28916;-1.068368;-2.316485;1.157686;1.895829;-0.758815;1.042748;-1.327128;0.521866;-1.653495;-1.005992;-2.301159;0.415378;-1.612305;-1.880806;-0.921113;0.638566;-0.79873;0.687571;0.364368;0.211286;-0.094078;-0.286664;-0.401303;-0.171285;15.53;0
54924;0.838002;-0.912568;2.858477;-1.828202;0.696182;-1.550303;-1.750715;-0.109963;0.842982;-1.280225;0.196348;0.018954;-0.272611;-0.829981;-0.138243;-0.350339;0.13565;0.645579;1.778781;0.639491;-0.326941;-0.550703;-0.635603;1.13211;-0.900615;0.788984;-0.182717;-0.234101;8.02;0
54924;-1.546695;-0.722302;-1.605021;-0.348613;0.336281;-0.412742;0.875446;0.371514;0.856164;0.471095;-0.397968;2.154789;0.462869;-2.229335;-1.115206;1.068587;-0.044938;-1.188697;-0.293205;0.94604;0.687267;-0.427482;-0.018292;-0.721843;-0.11037;0.013464;0.194321;-0.275005;59.24;0
54928;-0.379562;0.944984;0.226913;0.05862;-1.601886;1.827231;-3.243411;-1.569048;1.662043;0.952712;0.962689;0.018424;0.118309;0.545286;-1.021801;0.893181;-0.306073;-0.843837;-1.235283;0.3915;1.598399;0.214488;1.359718;-0.138295;0.05434;-0.024532;0.346646;-0.22647;104.1;0
54931;-0.535742;0.150068;-1.342216;0.068956;1.94664;1.360702;-0.950153;1.23376;-1.906101;1.228715;0.316245;-1.080941;-0.394192;0.576495;-1.02788;-1.494687;-1.766821;0.49263;1.293075;-0.418024;1.661705;-0.27664;-0.566662;-0.3804;0.079828;-0.163562;-0.050235;-0.073811;4.91;0
54933;0.741386;0.848428;-1.769947;-0.15912;1.616846;-4.233063;1.386082;0.90883;1.123621;0.854276;2.792707;-0.030059;0.711645;0.417845;-0.458835;-0.589017;0.356077;-0.478431;0.425325;-0.008639;-0.268137;-1.015834;-0.163619;-0.36779;-0.336713;-1.096313;0.429626;-0.087856;376.75;0
54935;-3.076333;-3.911014;-0.63286;0.213123;-0.149603;1.664917;-0.332576;2.674906;0.439392;1.047076;1.977315;-1.134298;2.640988;0.62203;0.431446;0.170501;-0.698563;-0.120808;0.59784;0.190891;-0.938193;0.604037;0.416752;0.653232;0.028287;0.274673;0.192856;-0.034614;208.59;0
54938;1.731981;-0.144577;1.452363;-1.755693;3.285307;-1.389913;-0.535362;0.181966;-1.413852;-0.695196;0.324677;0.468878;0.189068;-0.333516;-1.916044;0.151856;0.385083;1.764537;-0.468786;-0.922588;0.109363;-0.032504;-0.829427;-0.427842;-0.749654;-1.414258;0.616913;0.006167;5.32;0
54940;1.815582;-2.830054;-1.640133;0.595432;0.159724;-3.455938;-0.674679;-0.013453;0.370284;1.310571;1.013401;-0.772825;-0.048007;-2.16624;-0.860006;-0.634355;0.510416;-0.153867;-0.14017;0.359285;0.492043;-0.826461;0.633358;-0.290065;0.068607;0.371942;0.090429;-0.111295;31.13;0
54945;-2.317276;-0.683289;-0.411533;-3.635429;-0.98771;-1.128324;0.203196;0.063938;1.504711;1.019596;0.059092;1.000209;0.182412;0.095179;-0.482594;-1.125044;0.556103;-0.041182;-0.690889;-0.216737;0.987145;-0.395888;-0.3329;-0.61117;-0.206399;-0.867964;0.317029;-0.018558;7.89;0
54946;0.789488;1.665471;-3.589403;-0.064951;-0.74477;-2.478179;-0.454637;-0.274715;-0.844021;0.62449;1.245297;0.419156;-0.685668;-0.361731;0.20014;0.001891;-0.174637;-0.21303;-0.025521;-0.143688;1.048304;-0.674881;0.308539;-0.735249;-0.266484;-0.212775;-0.316232;-0.279834;11.17;0
54949;3.439149;3.02971;0.643816;0.847979;0.542659;-0.569691;0.558989;0.661249;-1.277443;-0.787943;0.393553;0.75718;-0.017433;-0.761363;-0.143533;-0.265744;-0.335554;-1.115884;-0.261358;1.345723;1.794901;0.207984;0.331024;-0.483444;0.137869;0.725352;-0.610593;0.255483;0.92;0
54953;-0.620489;-1.313384;0.380649;-0.813503;0.833577;-1.321315;0.610632;0.994979;-0.723705;0.263344;-0.889409;-0.033763;0.584679;-3.303745;0.19622;-1.705951;-1.54519;0.72678;-0.398048;0.109182;0.467097;0.01742;0.440131;0.281011;-0.843695;0.336688;0.024066;0.028159;0.73;0
54958;-0.776091;2.797745;-2.199737;-0.057812;-0.080005;-3.297165;1.83009;1.101439;-1.113781;1.585254;0.35636;-1.651722;0.368;1.211899;-0.80465;0.924568;-0.531865;-0.181045;0.214458;-1.742094;0.052589;0.598027;1.161529;0.689814;0.36457;0.075158;0.606545;0.259445;25.45;0
54959;3.146882;1.165583;1.682384;0.682719;-1.305715;-1.543283;-1.906758;0.738691;0.268054;1.653011;-0.463358;-1.122051;-0.72035;0.385449;1.107045;1.603923;0.470439;-0.28332;1.436688;0.494009;-0.610154;0.184204;-1.002287;0.199598;0.10924;0.374402;0.195055;0.210314;67.47;0
54966;-2.291691;-0.6587;-2.473882;2.251728;-1.065347;1.541053;-0.584493;2.02111;0.550268;-0.783893;1.365069;0.118207;0.359446;2.128665;-0.100191;0.418399;-2.216;0.316321;-0.190204;0.358073;0.697944;0.383975;-1.286826;0.279207;-0.646228;0.277199;0.001807;0.370657;10.37;0
54967;0.37355;-0.16921;1.248467;0.716808;0.530045;-0.551199;-1.082287;-0.689612;-1.146981;-0.042862;1.256948;-0.337801;1.781458;0.71166;-0.16688;0.302941;1.546722;-0.194597;0.37659;-0.414881;0.126184;-0.231272;0.221756;0.557517;0.124059;-0.088417;-0.009447;-0.070702;20.68;0
54975;-0.641112;-2.657748;0.209014;1.678384;0.978113;2.209309;2.44352;1.48807;0.820042;-0.045628;-0.887078;-2.470437;-0.814568;1.65476;-0.027526;0.345894;-0.853535;0.452889;-0.759943;-0.621664;0.719619;-1.620685;-0.634308;0.628116;-0.230743;0.040889;-0.521535;-0.019138;38.04;0
54982;1.507061;-2.160644;3.584942;1.673769;0.42538;1.122549;-0.530603;-0.368089;-2.303014;-0.071444;-0.72639;0.100356;0.72916;0.500379;-1.066794;-0.325164;-0.88209;0.327467;-0.027018;0.456772;-1.080469;0.184586;1.845762;0.058425;0.061326;-0.323837;1.117746;-0.011582;287.83;0
54984;1.09083;-0.522625;-0.494219;-1.535162;1.238474;-0.684867;-1.730116;1.057924;0.313135;0.660628;-0.60107;1.610656;0.820547;-0.877906;1.900503;0.522974;0.061749;-0.271581;1.604851;-1.141714;-0.44659;0.766772;-0.166842;-0.040983;-0.347728;0.666625;-0.113226;0.401074;79.81;0
54992;-3.213141;-1.732784;-0.006622;1.354012;-0.527216;-0.04965;2.201851;-1.152438;-1.683362;-0.995611;0.773633;1.922478;-1.426095;-1.145122;-0.257873;-0.063491;0.010421;-0.923885;0.056442;-0.586294;-0.429245;-0.657934;1.129003;0.162118;0.214872;0.492887;0.917908;-0.208515;55.52;0
55003;-1.255864;-1.124464;1.783593;-0.181861;-0.100472;-0.251885;-1.744054;2.338491;-0.008062;-1.033909;-0.261877;0.018922;0.23051;-1.440732;-0.144154;0.069259;-1.069519;-0.831237;0.581553;-0.279905;-0.291779;-0.44089;0.109595;0.007396;-0.023787;-0.700837;-0.428814;0.546599;15.87;0
55008;1.379457;-0.369007;2.067184;-0.372259;0.304311;0.267826;0.736469;0.297233;-0.649104;0.484082;0.156538;-0.238637;0.553944;-0.581667;0.996664;0.262176;-1.086614;0.282724;-0.425228;0.554187;0.569785;0.275457;-0.415355;-0.132821;0.263304;0.81248;-0.068708;-0.007134;119.19;0
55012;-1.858777;-3.14775;1.577049;2.086114;0.542124;0.688488;2.459306;0.978;-1.021905;1.283054;0.47122;-0.728867;-1.777681;-2.189631;0.817075;-0.137841;-0.73013;-0.531441;-0.854717;0.017738;0.757359;0.400297;-0.131666;-0.406017;-0.803326;0.687512;-0.383273;0.46266;5.87;0
55012;0.212152;3.207693;-1.595733;1.606067;1.422647;-0.455383;0.055744;-0.417739;-0.317715;0.110241;0.48333;-0.517346;0.935636;-2.326441;0.38712;0.212501;-1.26473;0.666035;0.493699;-0.722252;0.79211;-0.455062;0.763672;1.028683;-0.077292;0.482057;0.010006;0.015986;98.82;0
55018;0.593384;-3.079133;1.230364;1.42117;-1.363834;-0.925385;-1.954228;-0.926075;-0.26418;-0.416591;0.943365;-0.490766;-0.857916;0.853519;-0.953459;0.772035;0.309193;-0.206173;-0.950387;-0.792486;-1.417684;0.153125;0.592075;0.157486;0.121341;-0.373141;0.221428;0.12333;553.0;0
55026;3.530327;-0.038096;0.159391;2.363289;0.378749;-0.753311;0.723445;0.092667;-0.581429;0.002305;-0.733157;0.790321;-0.138485;-0.993646;1.154447;0.483327;0.515614;-0.085195;0.06717;0.673196;-1.141365;0.449001;0.633614;0.339251;-0.460362;0.259115;-0.411535;0.129119;11.06;0
55032;-0.004614;-0.86001;1.027226;0.70396;1.83479;-0.132426;3.213716;-1.797616;-0.96703;-0.096029;0.178277;0.040476;0.136204;-0.030169;0.200693;0.399494;-0.594775;-0.002128;-1.08398;-0.613397;1.331797;-0.00165;-0.021287;1.129917;-0.238314;-0.562059;-0.194622;0.428598;8.62;0
55032;-0.173742;-0.675725;2.754527;-0.002606;0.1629;-1.115025;-1.930015;0.834577;0.701127;0.001289;0.564701;-0.019267;-0.020645;-0.578438;-0.385371;0.711236;0.424221;-0.013651;-0.454771;-0.112332;-0.549105;-1.323726;-0.576094;0.578527;0.052828;-0.146604;0.207474;0.555242;16.64;0
55036;2.669551;-1.435862;2.100607;-3.559871;0.548225;0.717719;0.265177;-0.049765;0.382887;-0.349272;2.370502;0.820694;0.305942;1.831684;0.561193;0.848222;0.104224;-1.00703;0.273965;1.43294;-0.650712;-0.171381;0.032544;0.653992;0.564696;-0.413137;-0.447344;0.152414;31.83;0
55040;0.57979;2.706906;0.600179;1.998734;-1.660964;-0.044656;1.25279;1.374766;0.166241;0.484276;-0.156268;0.383949;1.110417;-1.373873;0.797287;0.444851;-0.333033;0.036853;0.771602;0.084222;-0.542829;1.075841;0.407504;0.323636;0.497953;-0.349414;0.384235;0.034945;428.82;0
55041;3.920847;-0.575489;0.096634;-1.385185;1.685034;0.930056;-2.387544;0.794403;-0.609819;2.918634;-0.409544;0.688845;0.016995;-0.067067;-0.662672;0.807082;0.630829;-0.576691;-0.583501;0.095889;1.023662;-0.097492;1.119098;0.389219;0.319214;0.285292;0.091011;0.516051;10.97;0
55041;2.404263;2.483289;-0.390455;2.30793;-1.856303;-2.138475;-2.475496;0.304678;-0.452505;-0.655989;0.621386;-0.380014;1.919162;-0.752552;0.51087;0.513467;-0.05449;1.631451;0.3211;1.623498;0.426821;-0.47715;0.311337;-0.056012;0.012964;-0.552344;0.073329;-0.01204;15.11;0
55042;-1.09656;-4.065044;-0.754379;-0.210396;-0.030605;0.012579;-0.455386;0.838987;0.449216;-0.585891;-1.518791;-0.530709;0.720035;-0.48027;0.648855;-0.764645;-0.808269;0.927299;-0.462655;0.522152;0.365468;-0.031076;-0.56606;0.491504;-0.890176;0.125628;-0.189903;-0.133622;0.53;0
55044;-1.344527;2.405907;-1.533391;0.81006;-1.890576;0.226986;-0.405027;-0.028314;0.495083;-0.356444;-1.046771;0.435988;0.096988;0.162306;0.309798;0.083392;-0.638487;1.382694;-1.155771;-0.393643;-0.535144;-1.374215;0.703786;-0.417571;-0.383376;-0.506802;0.324975;0.108288;17.25;0
55050;0.637984;-1.101965;0.32894;0.459861;1.235582;-0.672688;1.644937;1.251035;0.068441;-1.031791;-0.210448;-0.984664;0.560711;0.547235;0.328831;1.237748;-0.236221;0.111998;0.501943;0.47865;-0.434103;-0.176669;-0.202338;0.019013;-0.084147;0.741316;-0.151435;-0.014802;4.02;0
55051;1.869242;-0.020961;-0.358798;1.037189;-2.040505;-0.369768;-0.414437;-0.438622;2.296238;-0.918988;-0.148978;-0.915179;-1.969198;2.159552;-0.845485;-1.011066;-1.162287;-0.343399;0.674147;-0.169269;-0.282808;-0.611828;1.21813;1.488776;-0.014447;-0.586469;-0.258374;0.237546;61.82;0
55053;1.394362;-0.063455;-1.848587;1.039702;-0.241317;2.20727;-0.987773;-1.406595;0.974655;0.128852;-1.001841;0.413633;-1.911322;-1.4398;-0.11798;2.449746;-0.024762;0.568478;-0.807658;-0.445463;1.691685;0.372477;0.789672;0.116005;-0.096096;0.492261;-0.17692;-0.308382;33.37;0
55053;-2.566263;-5.671854;2.497809;2.422966;-2.299816;-0.792867;0.177358;0.019281;-0.114135;-0.595853;-1.644921;-0.991399;0.997326;0.291092;-0.856111;1.511131;-0.265024;1.207982;0.68891;-0.19802;0.268911;-0.474272;-0.144043;-0.873992;-0.475327;0.081294;-0.859865;0.004757;315.82;0
55062;2.29162;-0.551643;2.017914;1.926779;0.189854;-1.371233;-0.380193;0.488977;-1.010629;-2.186651;0.756767;1.238947;0.184711;0.397598;-0.022328;-0.458811;1.626247;0.455772;0.407086;0.412579;0.619071;0.764395;-0.179275;-0.798551;-0.008706;0.698991;0.47519;-0.46257;260.94;0
55065;-0.592526;-0.810402;-0.435177;1.172265;2.351043;-0.642661;0.456447;-1.256153;-0.820814;-0.854584;2.51983;1.536486;-0.343681;0.390461;0.271911;-0.693883;-0.086832;0.195735;0.843293;-0.984462;0.680672;-0.389381;0.032682;-0.112606;-0.898158;0.133741;-0.174616;-0.024057;51.77;0
55070;-3.888245;-2.215439;0.130587;1.269488;0.218969;0.776901;-0.003796;2.399877;0.643383;-1.483121;-1.13639;0.079494;1.598902;0.117404;0.643864;-1.175216;0.912533;-0.676584;1.331063;0.449545;-0.373637;-0.72239;-0.934803;-0.218897;0.552562;-0.752641;-0.499315;0.278992;58.56;0
55072;1.276454;-0.095894;0.242911;1.342656;0.611092;-0.122447;1.61769;0.961963;1.349672;-1.184268;-0.511895;0.582947;0.145166;1.394348;-2.104782;-1.282504;0.473216;-0.418324;0.041607;-0.598813;0.158161;-0.734016;0.378169;0.410266;1.037416;0.005572;-0.449126;-0.386458;29.52;0
55074;0.85925;-1.127562;-1.585157;0.23046;1.932544;-1.362054;-1.94628;-1.107321;-1.725496;0.503528;-0.107533;1.351488;-0.873763;-1.16195;0.733846;-0.952768;-0.251596;0.91175;-1.34651;0.336888;-0.826374;0.164227;0.11472;-1.106687;-0.103265;-0.518302;0.435682;-0.035557;13.5;0
55077;0.018824;-0.969703;-1.178637;2.820817;0.857504;0.537174;2.314153;0.090496;-0.328678;0.142053;0.116914;-0.539739;0.004208;-0.427367;1.463469;0.51886;-0.092467;1.011486;-0.014581;0.821308;-0.202163;0.395246;-0.083273;-0.925408;0.508005;-0.525247;-0.000282;0.102435;15.22;0
55077;2.064036;0.012818;-1.605272;-0.576451;2.400639;-0.356171;0.843488;-0.943823;-1.503304;1.826469;-1.368573;2.571994;0.025446;0.703183;-0.2267;1.153427;-0.809184;-0.308651;-1.21603;-2.119283;1.527875;-0.649904;0.86938;0.024407;-0.652771;-0.280302;0.582339;0.100069;34.08;0
55078;-0.381305;0.080942;-0.151619;0.950992;-2.286204;1.186828;1.6029;-0.040695;-1.974685;1.197857;-0.284661;1.557475;-1.896388;-1.43487;-1.178286;0.049961;1.295126;0.768;-0.375561;0.669892;-0.122353;1.752242;0.050471;-0.176096;-0.410829;-0.425944;0.307309;-0.054974;152.65;0
55082;-2.164949;0.965156;-0.050459;-0.398983;1.330873;1.904371;-0.367918;0.373827;-0.629013;-0.801642;0.452608;1.085583;-0.284173;1.780834;-1.501875;0.882915;-0.796377;1.620388;0.054772;-0.473823;0.150427;-0.085856;-0.731646;0.556912;-0.0468;-0.128672;1.07827;-0.081145;26.88;0
55084;-0.789212;1.659464;-0.565039;-1.116311;-1.100672;-0.148189;-0.644579;2.549624;-2.744939;0.755001;-0.418102;-0.354885;1.355162;0.365865;-0.941443;0.855272;-0.854681;-0.289398;0.186619;0.419541;-0.905082;-0.133717;0.105016;0.238466;-0.394915;0.041378;0.311512;-0.661183;48.98;0
55085;-2.047908;-0.479408;-2.407976;0.963814;-0.134615;-0.749052;0.040435;-2.601559;-0.188424;1.615531;1.109768;-0.05829;0.302699;-1.543299;0.421754;0.018828;1.721533;0.586127;-0.410312;-0.720833;0.244446;-0.463701;-0.667251;0.121;-0.432659;-0.529233;0.500013;0.043035;69.61;0
55085;-1.864593;-0.892693;1.761234;-0.112191;-0.357348;-0.426614;0.116869;-0.418972;1.73021;1.151313;0.567353;0.730633;-0.709451;-2.109884;0.987333;0.088549;-0.281371;0.090183;0.577981;-1.304592;1.568209;0.148641;-0.034091;0.607405;0.656267;-0.330893;0.177538;-0.097556;39.38;0
55086;0.222791;1.684799;-0.482407;0.591434;-0.355846;-0.012102;1.707976;1.639997;0.986477;-0.996831;-0.389174;-0.122632;1.041752;-0.121341;-0.083928;0.232216;-0.216172;-0.370372;0.174158;1.435169;-0.284112;-0.088692;0.332451;0.865105;0.570093;0.293614;0.828381;-0.273144;2.79;0
55086;1.025904;-2.272507;-0.156792;5.605777;1.216728;-1.176464;-0.512317;-1.353873;-0.194084;1.190964;-1.057352;0.541389;0.281973;-0.025328;-0.716809;1.215906;0.531736;-0.232324;-0.502765;0.522219;-0.737769;-0.487479;-0.410862;-0.905764;-0.58565;0.123732;0.011042;-0.308424;541.93;0
55088;-2.088073;-1.988793;-0.179288;-0.969121;-1.848725;-0.704802;-1.007359;0.165187;0.232522;-0.548134;0.92787;0.91767;0.05946;0.3216;0.226203;-0.168276;-1.295704;0.052717;0.760666;-1.249557;-0.551296;0.875201;-0.304261;-0.402309;-0.306977;-0.03614;-0.414579;-0.19378;28.71;0
55096;0.015835;-1.904083;-1.902823;-0.340852;-2.082584;-1.699058;0.264961;-1.817773;-0.21774;2.098346;-2.450448;-1.218444;2.058214;-0.585909;0.674669;-0.259926;-1.037102;-0.573796;0.652481;0.516023;-0.759557;0.319731;-2.287114;-0.083166;0.566727;-0.215011;0.487599;-0.141004;68.04;0
55096;-1.673213;0.624731;-1.741765;0.120485;2.757878;1.268806;1.970618;-0.771251;0.094522;0.458234;0.603513;0.043368;0.687921;0.850936;-1.433668;-0.366094;0.592976;0.431484;-0.792763;-0.183462;-0.697382;0.675582;-0.560156;-0.18491;-1.339153;0.734385;-0.139467;-0.177562;37.6;0
55097;-1.607722;-2.024706;-0.604679;0.598319;-4.302434;-0.451684;-0.317053;-0.467831;0.168739;-1.165202;0.598889;1.149521;-1.910101;-1.834312;1.256158;0.12585;1.005478;2.4739;0.953447;-0.876854;0.180396;-0.9954;0.20715;0.027572;0.78965;0.431827;-0.244459;0.261149;0.99;0
55102;-1.09793;-0.153823;1.81479;1.457902;1.012254;0.388387;0.300698;0.964589;-0.204991;-1.201569;1.080864;-0.911854;0.613417;0.209361;-0.885146;-0.281096;-1.578923;0.680326;1.642747;-1.196946;-0.665487;-0.524733;0.325995;-0.86009;0.210352;0.354701;-0.490856;-0.27718;37.66;0
55106;-4.356918;-0.648686;-2.300369;1.878107;-3.021937;0.531059;-0.613996;0.155168;-0.264644;0.997633;-0.050175;-0.766195;1.084291;0.973497;0.053767;-0.138025;0.489208;-0.09456;0.592428;0.024303;0.186146;-0.765097;-0.540362;-0.236671;-0.72059;0.431276;-0.148875;-0.184904;2.38;0
55107;0.483735;2.761948;2.085128;0.068838;1.584939;1.507479;0.12575;0.053572;-0.731451;-0.092326;0.026888;-0.441896;0.688751;0.19303;-0.858286;1.027564;1.350896;1.480459;0.172984;-0.213667;0.966377;-0.270583;0.356016;0.718137;-0.541158;0.656176;-0.32942;0.046539;6.48;0
55107;-2.13502;-0.734591;-0.948195;-3.658731;0.357118;-1.525007;-0.228669;1.125318;-0.725822;-0.170213;0.13234;-0.564981;-0.684336;-0.921765;-2.180229;-1.562829;0.474686;-0.410804;0.673973;-0.057944;-1.204245;-0.392574;0.618225;-0.295998;-0.308014;-1.220354;-0.691596;0.053258;84.52;0
55109;1.349704;-1.324446;1.158285;0.59455;1.29672;0.045037;0.53754;-0.447448;-1.01507;-0.340519;0.06885;1.01328;0.355385;0.565443;1.431523;-1.494769;-0.618889;0.40895;0.048059;-0.312344;-0.299484;-0.31924;-0.789758;0.464421;-0.060299;0.102296;0.427755;-0.205174;54.59;0
55110;-3.410872;-1.429008;-0.853311;-0.355945;-0.008618;-0.514189;-1.34293;0.339281;-0.232183;-0.363244;-2.130158;0.654104;-0.17828;0.469639;-0.439465;-1.867978;-0.172234;-0.068796;-0.437934;-1.366911;0.043265;1.002755;-1.674881;-0.108414;0.54516;-0.098476;0.755022;-0.166694;17.04;0
55113;-0.934215;-1.797007;0.570859;0.421728;0.997143;0.010849;-1.819779;2.786994;-0.820321;-1.413121;-0.15209;-0.346174;-1.159573;-0.886078;1.198627;0.453623;-0.223422;-1.352588;1.247935;-0.299918;0.114362;0.012016;-1.164874;-0.209376;-0.078683;-0.656987;0.038123;-0.166393;6.14;0
55115;0.111239;2.163146;-2.557737;0.852789;3.301699;-1.922936;1.450889;-1.158504;-0.073071;-1.1764;-0.139748;-1.459245;-0.477939;-1.123978;0.463335;-0.802133;0.666924;1.663867;0.352625;1.679291;-0.497848;-0.367192;0.037873;-0.677842;0.382614;-1.225826;0.170954;-0.335295;27.11;0
55123;-2.105623;1.2701;-0.10506;-0.350428;0.783757;2.650609;-0.963245;-0.674995;-1.193006;1.665679;0.8513;-0.964387;-0.559874;-0.413432;0.717287;-1.543473;0.294799;-0.084718;0.823849;0.707824;1.213636;-0.945663;0.244552;0.134928;0.138363;-0.190932;-0.050647;-0.038375;22.53;0
55123;-1.435842;-1.177379;0.086564;-0.603011;3.217272;1.630981;0.315627;-1.76434;0.716473;-1.203046;0.032791;1.342617;0.387541;-0.508272;1.318753;1.049063;0.303974;-0.586411;-0.41354;-0.149425;0.251188;-1.054571;0.14513;0.71601;0.525313;0.328956;0.772793;0.349021;46.79;0
55124;1.720295;0.050704;0.535811;-0.553077;-0.264936;1.317237;0.150226;0.220947;-0.654771;-0.920216;-0.648459;-0.841787;0.756329;-1.452977;-1.910665;-0.738182;-0.26809;-0.812161;0.896927;0.152461;0.366591;0.58077;1.342343;-0.841015;0.826524;0.171764;0.25468;-0.27599;89.56;0
55131;-1.954301;0.61063;-0.25787;-0.187595;-0.234481;0.572996;-0.430604;1.900483;-1.074225;0.101428;0.898932;-1.990587;0.833614;-1.949913;0.525006;0.377751;-1.49019;0.957683;0.904764;-0.904671;0.806785;-0.283747;0.076724;0.020664;-0.702446;-0.271154;-0.091401;0.235721;39.53;0
55132;-0.131968;0.105302;1.865257;1.068587;-1.477;-2.234636;0.634487;-1.331258;-1.109158;-0.23742;-0.000342;-0.470483;1.183357;1.009057;-0.506664;0.664715;-0.491179;0.343119;-0.043867;0.148325;-0.33732;-0.549131;-1.078981;-0.644237;-0.069759;-0.288896;-0.052329;0.54001;118.4;0
55133;0.311473;1.337352;0.799469;-0.223738;-1.390415;-0.730434;0.220807;0.771949;-1.185214;1.4336;-0.856277;-0.501027;-1.039067;-0.698435;-0.017748;-0.239001;-0.633586;1.000536;-0.974006;-0.263108;-0.409734;1.895779;0.291522;0.84698;0.036203;0.53591;-0.204242;0.380916;92.9;0
55134;-2.560439;1.285784;-2.216556;-1.005469;-0.181157;-0.402084;0.890466;-0.355193;1.666843;0.329377;1.485971;-0.665123;0.752433;-0.888879;1.114399;-0.095605;0.449893;0.647268;0.512092;-0.900533;-0.58666;0.646429;-0.493378;0.770975;0.279305;0.403003;-0.219913;0.121629;62.06;0
